CPU_arr,IO_arr,SYSCALL_arr,ISR_arr,overhead_arr
0,0,1,8,1
0,0,9,18,1
0,0,0,47,1
0,0,2,5,1
0,0,5,20,2
0,0,16,75,1
0,0,17,22,1
0,0,35,7,1
0,0,0,71,1
0,0,1,15,3
0,0,6,20,1
0,0,3,46,1
0,0,2,1,1
0,0,15,0,1
0,0,5,5,1
0,0,1,38,1
0,0,30,13,1
0,0,11,49,1
0,0,19,3,1
0,0,31,2,1
0,0,18,20,1
0,0,0,32,2
0,0,20,10,1
0,0,38,46,1
0,0,6,16,1
0,0,37,6,1
0,0,8,24,1
0,0,10,9,1
0,0,12,1,1
0,0,3,11,1
0,0,16,32,1
0,0,40,5,1
0,0,15,33,1
0,0,15,15,1
0,0,59,2,1
0,0,7,15,1
0,0,32,6,1
0,0,35,4,1
0,0,17,34,1
0,0,10,0,1
0,0,15,7,1
0,0,8,10,1
0,0,10,37,1
0,0,29,9,1
0,0,26,31,1
0,0,16,27,1
0,0,39,20,1
0,0,2,29,1
0,0,5,24,1
0,0,10,26,1
0,0,1,37,1
0,0,3,0,1
0,0,55,1,1
0,0,6,12,1
0,0,3,5,1
0,0,28,17,1
0,0,18,57,1
0,0,28,18,3
0,0,51,3,1
0,0,22,31,1
0,0,12,11,1
0,0,38,16,1
0,0,6,22,1
0,0,6,1,1
0,0,13,2,2
0,0,6,7,1
0,0,1,13,1
0,0,10,20,1
0,0,30,52,1
0,0,11,19,3
0,0,24,13,1
0,0,0,21,1
0,0,18,8,1
0,0,26,5,1
0,0,20,37,1
0,0,0,5,1
0,0,48,2,1
0,0,40,7,1
0,0,6,26,1
0,0,38,6,1
0,0,1,48,1
0,0,1,12,2
0,0,13,0,1
0,0,20,38,1
0,0,12,6,1
0,0,29,3,1
0,0,8,10,1
0,0,32,4,1
0,0,39,3,2
0,0,17,64,1
0,0,0,41,1
0,0,23,16,1
0,0,3,30,1
0,0,2,19,2
0,0,7,9,1
0,0,17,18,1
0,0,21,14,1
0,0,28,0,1
0,0,10,18,1
0,0,10,7,1
0,0,53,9,3
0,0,12,15,1
0,0,10,9,1
0,0,46,28,1
0,0,16,59,1
0,0,17,13,1
0,0,62,24,1
0,0,3,52,1
0,0,3,16,1
0,0,6,4,1
0,0,11,34,1
0,0,16,3,1
0,0,18,6,1
0,0,12,11,1
0,0,8,8,1
0,0,33,44,1
0,0,9,47,1
0,0,19,4,2
0,0,58,34,1
0,0,15,57,1
0,0,4,15,1
0,0,37,0,1
0,0,48,33,1
0,0,9,2,1
0,0,42,5,1
0,0,9,47,1
0,0,28,12,1
0,0,50,3,1
0,0,1,26,1
0,0,27,22,3
0,0,56,15,1
0,0,2,31,1
0,0,20,22,1
0,0,28,12,1
0,0,0,16,1
0,0,16,7,1
0,0,77,7,1
0,0,16,10,1
0,0,2,6,1
0,0,77,14,1
0,0,2,39,1
0,0,4,13,2
0,0,41,30,1
0,0,8,56,1
0,0,13,4,1
0,0,23,36,1
0,0,3,58,1
0,0,1,0,1
0,0,10,12,1
0,0,7,17,1
0,0,3,2,1
0,0,34,10,1
0,0,24,15,1
0,0,7,22,2
0,0,24,7,1
0,0,44,62,1
0,0,0,3,1
0,0,54,6,1
0,0,26,67,1
0,0,6,4,1
0,0,47,3,1
0,0,7,59,1
0,0,5,7,1
0,0,12,2,1
0,0,21,43,1
0,0,10,7,3
0,0,37,3,1
0,0,1,60,1
0,0,12,4,1
0,0,16,17,1
0,0,5,26,1
0,0,4,8,1
0,0,30,0,1
0,0,9,47,1
0,0,2,18,1
0,0,71,10,1
0,0,12,37,1
0,0,0,5,3
0,0,65,1,1
0,0,17,6,1
0,0,3,4,1
0,0,57,27,1
0,0,30,29,1
0,0,7,12,1
0,0,32,8,3
0,0,0,26,1
0,0,0,11,1
0,0,10,4,1
0,0,2,35,1
0,0,0,2,1
0,0,4,8,1
0,0,7,11,1
0,0,3,2,1
0,0,36,43,1
0,0,12,53,1
0,0,22,10,1
0,0,44,2,2
0,0,24,25,1
0,0,1,8,1
0,0,43,0,1
0,0,12,10,1
0,0,0,30,1
0,0,27,18,1
0,0,0,28,1
0,0,5,3,1
0,0,8,0,1
0,0,2,20,1
0,0,6,5,1
0,0,11,7,1
0,0,12,12,1
0,0,2,7,1
0,0,21,5,1
0,0,0,11,1
0,0,0,6,1
0,0,0,4,1
0,0,0,6,1
0,0,0,13,1
0,0,0,3,1
0,0,0,20,1
0,0,0,5,1
0,0,0,3,2
0,0,0,31,1
0,0,0,4,1
0,0,0,22,1
0,0,0,65,1
0,0,0,29,1
0,0,0,8,1
0,0,0,42,1
0,0,0,24,1
0,0,0,8,1
0,0,0,37,1
0,0,0,16,1
0,0,0,11,1
0,0,0,18,1
0,0,0,11,1
0,0,0,11,1
0,0,0,41,1
0,0,0,15,2
0,0,0,10,1
0,0,0,14,1
0,0,0,16,1
0,0,0,14,1
0,0,0,32,1
0,0,0,14,1
0,0,0,12,3
0,0,0,14,1
0,0,0,34,1
0,0,0,2,1
0,0,0,36,1
0,0,0,30,1
0,0,0,18,1
0,0,0,50,1
0,0,0,9,1
0,0,0,0,1
0,0,0,14,1
0,0,0,2,1
0,0,0,0,2
0,0,0,11,1
0,0,0,16,1
0,0,0,1,1
0,0,0,20,1
0,0,0,2,1
0,0,0,17,1
0,0,0,20,1
0,0,0,27,1
0,0,0,12,1
0,0,0,17,1
0,0,0,45,1
0,0,0,4,2
0,0,0,44,1
0,0,0,15,1
0,0,0,13,1
0,0,0,38,1
0,0,0,8,3
0,0,0,2,1
0,0,0,9,1
0,0,0,1,1
0,0,0,1,1
0,0,0,4,1
0,0,0,22,1
0,0,0,16,3
0,0,0,31,1
0,0,0,0,1
0,0,0,1,1
0,0,0,8,1
0,0,0,0,1
0,0,0,3,1
0,0,0,6,1
0,0,0,1,1
0,0,0,0,1
0,0,0,27,1
0,0,0,9,1
0,0,0,13,2
0,0,0,20,1
0,0,0,6,1
0,0,0,0,1
0,0,0,8,1
0,0,0,10,2
0,0,0,16,1
0,0,0,20,1
0,0,0,23,1
0,0,0,19,1
0,0,0,32,1
0,0,0,1,1
0,0,0,0,2
0,0,0,12,1
0,0,0,6,1
0,0,0,5,1
0,0,0,21,1
0,0,0,26,1
0,0,0,1,1
0,0,0,27,1
0,0,0,32,1
0,0,0,24,1
0,0,0,39,1
0,0,0,0,1
0,0,0,15,2
0,0,0,72,1
0,0,0,18,1
0,0,0,2,1
0,0,0,38,1
0,0,0,39,1
0,0,0,3,1
0,0,0,43,1
0,0,0,9,1
0,0,0,19,1
0,0,0,39,1
0,0,0,14,1
0,0,0,13,3
0,0,0,36,1
0,0,0,9,1
0,0,0,4,1
0,0,0,10,1
0,0,0,10,1
0,0,0,19,1
0,0,0,22,1
0,0,0,29,1
0,0,0,16,1
0,0,0,30,1
0,0,0,3,1
0,0,0,21,1
0,0,0,51,1
0,0,0,10,1
0,0,0,2,1
0,0,0,14,1
0,0,0,1,3
0,0,0,0,1
0,0,0,11,1
0,0,0,28,1
0,0,0,13,1
0,0,0,43,1
0,0,0,6,1
0,0,0,2,2
0,0,0,31,1
0,0,0,1,1
0,0,0,5,1
0,0,0,13,1
0,0,0,14,2
0,0,0,11,1
0,0,0,19,1
0,0,0,3,1
0,0,0,4,1
0,0,0,21,1
0,0,0,19,1
0,0,0,6,3
0,0,0,31,1
0,0,0,13,1
0,0,0,9,1
0,0,0,22,1
0,0,0,4,1
0,0,0,2,1
0,0,0,6,1
0,0,0,3,1
0,0,0,26,1
0,0,0,51,1
0,0,0,12,1
0,0,0,21,1
0,0,0,53,1
0,0,0,26,1
0,0,0,18,1
0,0,0,31,1
0,0,0,1,3
0,0,0,7,1
0,0,0,59,1
0,0,0,11,1
0,0,0,2,1
0,0,0,18,1
0,0,0,16,1
0,0,0,6,2
0,0,0,48,1
0,0,0,9,1
0,0,0,11,1
0,0,0,61,1
0,0,0,30,3
0,0,0,7,1
0,0,0,37,1
0,0,0,35,1
0,0,0,16,1
0,0,0,24,1
0,0,0,1,1
0,0,0,1,1
0,0,0,4,1
0,0,0,3,1
0,0,0,15,1
0,0,0,29,1
0,0,0,3,2
0,0,0,9,1
0,0,0,56,1
0,0,0,12,1
0,0,0,16,1
0,0,0,62,1
0,0,0,6,1
0,0,0,5,1
0,0,0,10,1
0,0,0,0,1
0,0,0,4,1
0,0,0,26,1
0,0,0,31,2
0,0,0,12,1
0,0,0,54,1
0,0,0,5,1
0,0,0,1,1
0,0,0,18,1
0,0,0,0,1
0,0,0,18,2
0,0,0,67,1
0,0,0,32,1
0,0,0,1,1
0,0,0,34,1
0,0,0,24,2
0,0,0,33,1
0,0,0,41,1
0,0,0,1,1
0,0,0,0,1
0,0,0,13,1
0,0,0,18,1
0,0,0,7,2
0,0,0,17,1
0,0,0,36,1
0,0,0,9,1
0,0,0,30,1
0,0,0,12,1
0,0,0,5,1
0,0,0,32,1
0,0,0,23,1
0,0,0,26,1
0,0,0,35,1
0,0,0,28,1
0,0,0,0,2
0,0,0,60,1
0,0,0,2,1
0,0,0,0,1
0,0,0,5,1
0,0,0,5,1
0,0,0,4,1
0,0,0,6,1
0,0,0,13,1
0,0,0,4,1
0,0,0,33,1
0,0,0,2,1
0,0,0,32,1
0,0,0,50,1
0,0,0,24,1
0,0,0,18,1
0,0,0,37,1
0,0,0,18,1
0,0,0,19,1
0,0,0,62,1
0,0,0,4,1
0,0,0,6,1
0,0,0,13,1
0,0,0,25,1
0,0,0,6,3
0,0,0,35,1
0,0,0,23,1
0,0,0,13,1
0,0,0,23,1
0,0,0,7,1
0,0,0,6,1
0,0,0,19,1
0,0,0,21,1
0,0,0,8,1
0,0,0,44,1
0,0,0,34,1
0,0,0,13,1
0,0,0,24,1
0,0,0,13,1
0,0,0,14,1
0,0,0,52,1
0,0,0,29,2
0,0,0,16,1
0,0,0,21,1
0,0,0,4,1
0,0,0,1,1
0,0,0,9,1
0,0,0,18,1
0,0,0,9,1
0,0,0,41,1
0,0,0,24,1
0,0,0,2,1
0,0,0,39,1
0,0,0,1,3
0,0,0,1,1
0,0,0,6,1
0,0,0,8,1
0,0,0,32,1
0,0,0,39,1
0,0,0,13,1
0,0,0,39,2
0,0,0,46,1
0,0,0,16,1
0,0,0,19,1
0,0,0,30,1
0,0,0,29,3
0,0,0,2,1
0,0,0,62,1
0,0,0,10,1
0,0,0,15,1
0,0,0,68,1
0,0,0,23,1
0,0,0,7,1
0,0,0,49,1
0,0,0,2,1
0,0,0,7,1
0,0,0,53,1
0,0,0,8,3
0,0,0,6,1
0,0,0,9,1
0,0,0,13,1
0,0,0,0,1
0,0,0,57,1
0,0,0,30,1
0,0,0,21,3
0,0,0,49,1
0,0,0,17,1
0,0,0,2,1
0,0,0,18,1
0,0,0,1,2
0,0,0,5,1
0,0,0,7,1
0,0,0,13,1
0,0,0,23,1
0,0,0,37,1
0,0,0,12,1
0,0,0,15,3
0,0,0,30,1
0,0,0,11,1
0,0,0,1,1
0,0,0,61,1
0,0,0,29,2
0,0,0,25,1
0,0,0,45,1
0,0,0,6,1
0,0,0,9,1
0,0,0,42,1
0,0,0,15,1
0,0,0,28,3
0,0,0,57,1
0,0,0,14,1
0,0,0,8,1
0,0,0,30,1
0,0,0,19,3
0,0,0,0,1
0,0,0,26,1
0,0,0,26,1
0,0,0,22,1
0,0,0,48,1
0,0,0,15,1
0,0,0,16,3
0,0,0,42,1
0,0,0,0,1
0,0,0,4,1
0,0,0,6,1
0,0,0,8,1
0,0,0,22,1
0,0,0,37,1
0,0,0,13,1
0,0,0,0,1
0,0,0,18,1
0,0,0,0,1
0,0,0,33,1
0,0,0,42,1
0,0,0,1,1
0,0,0,10,1
0,0,0,18,1
0,0,0,4,3
0,0,0,8,1
0,0,0,39,1
0,0,0,7,1
0,0,0,17,1
0,0,0,36,1
0,0,0,0,1
0,0,0,3,1
0,0,0,5,1
0,0,0,35,1
0,0,0,24,1
0,0,0,38,1
0,0,0,18,1
0,0,0,20,1
0,0,0,29,1
0,0,0,1,1
0,0,0,0,1
0,0,0,6,1
0,0,0,2,1
0,0,0,0,2
0,0,0,6,1
0,0,0,47,1
0,0,0,5,1
0,0,0,47,1
0,0,0,21,1
0,0,0,7,1
0,0,0,20,1
0,0,0,15,1
0,0,0,16,1
0,0,0,29,1
0,0,0,0,1
0,0,0,8,1
0,0,0,33,1
0,0,0,1,1
0,0,0,10,1
0,0,0,16,1
0,0,0,18,3
0,0,0,14,1
0,0,0,60,1
0,0,0,39,1
0,0,0,0,1
0,0,0,43,1
0,0,0,1,1
0,0,0,15,1
0,0,0,19,1
0,0,0,39,1
0,0,0,9,1
0,0,0,47,1
0,0,0,2,2
0,0,0,2,1
0,0,0,19,1
0,0,0,28,1
0,0,0,22,1
0,0,0,25,1
0,0,0,7,1
0,0,0,29,1
0,0,0,49,1
0,0,0,2,1
0,0,0,1,1
0,0,0,29,1
0,0,0,2,1
0,0,0,7,1
0,0,0,17,1
0,0,0,32,1
0,0,0,9,1
0,0,0,58,1
0,0,0,30,1
0,0,0,23,3
0,0,0,44,1
0,0,0,2,1
0,0,0,4,1
0,0,0,8,1
0,0,0,3,3
0,0,0,2,1
0,0,0,13,1
0,0,0,6,1
0,0,0,7,1
0,0,0,38,1
0,0,0,10,1
0,0,0,7,2
0,0,0,18,1
0,0,0,7,1
0,0,0,6,1
0,0,0,16,1
0,0,0,30,2
0,0,0,21,1
0,0,0,45,1
0,0,0,23,1
0,0,0,13,1
0,0,0,19,1
0,0,0,4,1
0,0,0,3,2
0,0,0,15,1
0,0,0,39,1
0,0,0,26,1
0,0,0,35,1
0,0,0,23,1
0,0,0,12,1
0,0,0,35,1
0,0,0,7,1
0,0,0,2,1
0,0,0,7,1
0,0,0,0,1
0,0,0,3,3
0,0,0,18,1
0,0,0,6,1
0,0,0,1,1
0,0,0,9,1
0,0,0,15,2
0,0,0,1,1
0,0,0,39,1
0,0,0,31,1
0,0,0,11,1
0,0,0,24,1
0,0,0,0,1
0,0,0,1,3
0,0,0,14,1
0,0,0,9,1
0,0,0,20,1
0,0,0,23,1
0,0,0,29,3
0,0,0,6,1
0,0,0,43,1
0,0,0,2,1
0,0,0,17,1
0,0,0,72,1
0,0,0,37,1
0,0,0,17,2
0,0,0,27,1
0,0,0,5,1
0,0,0,20,1
0,0,0,62,1
0,0,0,16,1
0,0,0,28,1
0,0,0,48,1
0,0,0,14,1
0,0,0,0,1
0,0,0,22,1
0,0,0,2,1
0,0,0,0,3
0,0,0,5,1
0,0,0,9,1
0,0,0,11,1
0,0,0,19,1
0,0,0,27,3
0,0,0,6,1
0,0,0,54,1
0,0,0,8,1
0,0,0,2,1
0,0,0,43,1
0,0,0,3,1
0,0,0,11,2
0,0,0,29,1
0,0,0,7,1
0,0,0,23,1
0,0,0,37,1
0,0,0,3,1
0,0,0,23,1
0,0,0,36,1
0,0,0,12,1
0,0,0,17,1
0,0,0,57,1
0,0,0,32,1
0,0,0,4,1
0,0,0,33,1
0,0,0,15,1
0,0,0,2,1
0,0,0,38,1
0,0,0,0,1
0,0,0,13,1
0,0,0,24,1
0,0,0,14,1
0,0,0,28,1
0,0,0,39,1
0,0,0,1,1
0,0,0,1,1
0,0,0,5,1
0,0,0,25,1
0,0,0,17,1
0,0,0,21,1
0,0,0,45,2
0,0,0,19,1
0,0,0,31,1
0,0,0,3,1
0,0,0,12,1
0,0,0,17,1
0,0,0,16,1
0,0,0,4,1
0,0,0,23,1
0,0,0,17,1
0,0,0,19,1
0,0,0,35,1
0,0,0,48,2
0,0,0,13,1
0,0,0,39,1
0,0,0,0,1
0,0,0,19,1
0,0,0,27,1
0,0,0,4,1
0,0,0,4,2
0,0,0,12,1
0,0,0,27,1
0,0,0,17,1
0,0,0,28,1
0,0,0,10,2
0,0,0,4,1
0,0,0,27,1
0,0,0,6,1
0,0,0,9,1
0,0,0,11,1
0,0,0,4,1
0,0,0,19,3
0,0,0,31,1
0,0,0,3,1
0,0,0,1,1
0,0,0,6,1
0,0,0,23,1
0,0,0,14,1
0,0,0,55,1
0,0,0,2,1
0,0,0,1,1
0,0,0,4,1
0,0,0,14,1
0,0,0,6,1
0,0,0,23,1
0,0,0,41,1
0,0,0,11,1
0,0,0,33,1
0,0,0,16,1
0,0,0,2,1
0,0,0,17,1
0,0,0,13,1
0,0,0,26,1
0,0,0,58,1
0,0,0,3,1
0,0,0,2,1
0,0,0,4,1
0,0,0,4,1
0,0,0,3,1
0,0,0,6,1
0,0,0,4,2
0,0,0,2,1
0,0,0,37,1
0,0,0,5,1
0,0,0,1,1
0,0,0,8,1
0,0,0,21,1
0,0,0,15,2
0,0,0,21,1
0,0,0,17,1
0,0,0,14,1
0,0,0,29,1
0,0,0,9,2
0,0,0,33,1
0,0,0,44,1
0,0,0,10,1
0,0,0,12,1
0,0,0,64,1
0,0,0,26,1
0,0,0,15,2
0,0,0,29,1
0,0,0,40,1
0,0,0,10,1
0,0,0,40,1
0,0,0,35,2
0,0,0,1,1
0,0,0,42,1
0,0,0,13,1
0,0,0,16,1
0,0,0,28,1
0,0,0,10,1
0,0,0,8,2
0,0,0,28,1
0,0,0,34,1
0,0,0,11,1
0,0,0,50,1
0,0,0,1,2
0,0,0,0,1
0,0,0,58,1
0,0,0,9,1
0,0,0,8,1
0,0,0,78,1
0,0,0,16,1
0,0,0,13,3
0,0,0,37,1
0,0,0,16,1
0,0,0,6,1
0,0,0,22,1
0,0,0,1,1
0,0,0,4,1
0,0,0,13,1
0,0,0,10,1
0,0,0,11,1
0,0,0,56,1
0,0,0,4,1
0,0,0,9,3
0,0,0,30,1
0,0,0,12,1
0,0,0,3,1
0,0,0,31,1
0,0,0,12,2
0,0,0,36,1
0,0,0,42,1
0,0,0,32,1
0,0,0,14,1
0,0,0,29,1
0,0,0,1,1
0,0,0,9,1
0,0,0,22,1
0,0,0,12,1
0,0,0,17,1
0,0,0,65,1
0,0,0,0,1
0,0,0,5,1
0,0,0,90,1
0,0,0,14,1
0,0,0,5,1
0,0,0,52,1
0,0,0,0,1
0,0,0,3,3
0,0,0,27,1
0,0,0,29,1
0,0,0,11,1
0,0,0,22,1
0,0,0,7,2
0,0,0,34,1
0,0,0,54,1
0,0,0,7,1
0,0,0,0,1
0,0,0,39,1
0,0,0,1,1
0,0,0,3,1
0,0,0,9,1
0,0,0,14,1
0,0,0,9,1
0,0,0,36,1
0,0,0,23,1
0,0,0,16,1
0,0,0,19,1
0,0,0,11,1
0,0,0,0,1
0,0,0,14,1
0,0,0,1,1
0,0,0,0,2
0,0,0,8,1
0,0,0,17,1
0,0,0,9,1
0,0,0,54,1
0,0,0,13,1
0,0,0,4,1
0,0,0,14,1
0,0,0,20,1
0,0,0,12,1
0,0,0,23,1
0,0,0,8,1
0,0,0,7,1
0,0,0,16,1
0,0,0,15,1
0,0,0,4,1
0,0,0,29,1
0,0,0,35,1
0,0,0,31,1
0,0,0,34,1
0,0,0,29,1
0,0,0,2,1
0,0,0,54,1
0,0,0,5,1
0,0,0,3,1
0,0,0,8,1
0,0,0,4,1
0,0,0,35,1
0,0,0,45,1
0,0,0,20,1
0,0,0,22,1
0,0,0,31,1
0,0,0,10,1
0,0,0,7,1
0,0,0,39,1
0,0,0,33,1
0,0,0,5,1
0,0,0,42,1
0,0,0,5,1
0,0,0,1,1
0,0,0,26,1
0,0,0,25,3
0,0,0,22,1
0,0,0,49,1
0,0,0,13,1
0,0,0,25,1
0,0,0,56,1
0,0,0,32,1
0,0,0,2,3
0,0,0,33,1
0,0,0,7,1
0,0,0,5,1
0,0,0,21,1
0,0,0,9,3
0,0,0,25,1
0,0,0,52,1
0,0,0,17,1
0,0,0,4,1
0,0,0,45,1
0,0,0,7,1
0,0,0,4,2
0,0,0,10,1
0,0,0,1,1
0,0,0,25,1
0,0,0,39,1
0,0,0,9,1
0,0,0,0,1
0,0,0,37,1
0,0,0,19,1
0,0,0,5,1
0,0,0,19,1
0,0,0,0,1
0,0,0,1,2
0,0,0,9,1
0,0,0,0,1
0,0,0,2,1
0,0,0,5,1
0,0,0,16,2
0,0,0,17,1
0,0,0,35,1
0,0,0,0,1
0,0,0,1,1
0,0,0,6,1
0,0,0,3,1
0,0,0,2,3
0,0,0,15,1
0,0,0,5,1
0,0,0,1,1
0,0,0,30,1
0,0,0,11,1
0,0,0,19,1
0,0,0,31,1
0,0,0,18,1
0,0,0,0,1
0,0,0,20,1
0,0,0,38,1
0,0,0,6,3
0,0,0,37,1
0,0,0,8,1
0,0,0,10,1
0,0,0,12,1
0,0,0,3,1
0,0,0,16,1
0,0,0,40,1
0,0,0,15,1
0,0,0,15,1
0,0,0,59,1
0,0,0,7,1
0,0,0,32,3
0,0,0,35,1
0,0,0,17,1
0,0,0,10,1
0,0,0,15,1
0,0,0,8,1
0,0,0,10,1
0,0,0,29,1
0,0,0,26,1
0,0,0,16,1
0,0,0,39,1
0,0,0,2,1
0,0,0,5,2
0,0,0,10,1
0,0,0,1,1
0,0,0,3,1
0,0,0,55,1
0,0,0,6,2
0,0,0,3,1
0,0,0,28,1
0,0,0,18,1
0,0,0,28,1
0,0,0,51,1
0,0,0,22,1
0,0,0,12,1
0,0,0,38,1
0,0,0,6,1
0,0,0,6,1
0,0,0,13,1
0,0,0,6,3
0,0,0,1,1
0,0,0,10,1
0,0,0,30,1
0,0,0,11,1
0,0,0,24,1
0,0,0,0,1
0,0,0,18,1
0,0,0,26,1
0,0,0,20,1
0,0,0,0,1
0,0,0,48,1
0,0,0,40,1
0,0,0,6,1
0,0,0,38,1
0,0,0,1,1
0,0,0,1,1
0,0,0,13,1
0,0,0,20,1
0,0,0,12,2
0,0,0,29,1
0,0,0,8,1
0,0,0,32,1
0,0,0,39,1
0,0,0,17,3
0,0,0,0,1
0,0,0,23,1
0,0,0,3,1
0,0,0,2,1
0,0,0,7,1
0,0,0,17,1
0,0,0,21,2
0,0,0,28,1
0,0,0,10,1
0,0,0,10,1
0,0,0,53,1
0,0,0,12,1
0,0,0,10,1
0,0,0,46,1
0,0,0,16,1
0,0,0,17,1
0,0,0,62,1
0,0,0,3,1
0,0,0,3,3
0,0,0,6,1
0,0,0,11,1
0,0,0,16,1
0,0,0,18,1
0,0,0,12,3
0,0,0,8,1
0,0,0,33,1
0,0,0,9,1
0,0,0,19,1
0,0,0,58,1
0,0,0,15,1
0,0,0,4,3
0,0,0,37,1
0,0,0,48,1
0,0,0,9,1
0,0,0,42,1
0,0,0,9,2
0,0,0,28,1
0,0,0,50,1
0,0,0,1,1
0,0,0,27,1
0,0,0,56,1
0,0,0,2,1
0,0,0,20,2
0,0,0,28,1
0,0,0,0,1
0,0,0,16,1
0,0,0,77,1
0,0,0,16,2
0,0,0,2,1
0,0,0,77,1
0,0,0,2,1
0,0,0,4,1
0,0,0,41,1
0,0,0,8,1
0,0,0,13,1
0,0,0,23,1
0,0,0,3,1
0,0,0,1,1
0,0,0,10,1
0,0,0,7,2
0,0,0,3,1
0,0,0,34,1
0,0,0,24,1
0,0,0,7,1
0,0,0,24,1
0,0,0,44,1
0,0,0,0,1
0,0,0,54,1
0,0,0,26,1
0,0,0,6,1
0,0,0,47,1
0,0,0,7,1
0,0,0,5,1
0,0,0,12,1
0,0,0,21,1
0,0,0,10,1
0,0,0,37,1
0,0,0,1,1
0,0,0,12,1
0,0,0,16,1
0,0,0,5,1
0,0,0,4,1
0,0,0,30,1
0,0,0,9,3
0,0,0,2,1
0,0,0,71,1
0,0,0,12,1
0,0,0,0,1
0,0,0,65,1
0,0,0,17,1
0,0,0,3,1
0,0,0,57,1
0,0,0,30,1
0,0,0,7,1
0,0,0,32,1
0,0,0,0,1
0,0,0,0,1
0,0,0,10,1
0,0,0,2,1
0,0,0,0,1
0,0,0,4,1
0,0,0,7,1
0,0,0,3,3
0,0,0,36,1
0,0,0,12,1
0,0,0,22,1
0,0,0,44,1
0,0,0,24,2
0,0,0,1,1
0,0,0,43,1
0,0,0,12,1
0,0,0,0,1
0,0,0,27,1
0,0,0,0,1
0,0,0,5,1
0,0,0,8,1
0,0,0,2,1
0,0,0,6,1
0,0,0,11,1
0,0,0,12,2
0,0,0,2,1
0,0,0,21,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,3
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
